total_price,total_freight,total_items,unique_products,unique_sellers,order_month,order_day_of_week,order_hour,estimated_delivery_days,total_payment_value,max_payment_installments,payment_types_count,average_item_price,freight_ratio,items_per_seller,seller_diversity,is_weekend,is_business_hour,is_year_end,month_sin,month_cos,hour_sin,hour_cos,log_total_price,log_total_freight,items_x_price,is_late_delivery
205.45,109.07,4,4,4,8,3,8,15,122.83,1,1,51.3625,0.5308834266244828,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,5.330058252332099,4.701116527035301,821.8,0
132.17,9.73,1,1,1,6,5,18,38,53.67,2,1,132.17,0.07361731103881367,1.0,1.0,1,1,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,4.8916265075140535,2.373043556642607,132.17,0
371.24,76.03,5,5,5,2,0,21,45,224.67,12,1,74.248,0.20480012929641203,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,5.9195388075363935,4.344194956364874,1856.2,0
84.57,29.75,1,1,1,3,3,0,39,214.92,1,1,84.57,0.35177959087146743,1.0,1.0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,4.449334754429963,3.4258899942525267,84.57,0
46.04,38.95,2,2,2,10,6,0,31,68.95,1,1,23.02,0.8460034752389227,1.0,1.0,1,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,3.8509983035903717,3.6876286722122837,92.08,0
247.43,17.73,1,1,1,11,6,3,35,133.32,1,1,247.43,0.0716566301580245,1.0,1.0,1,0,1,-0.5000000000000004,0.8660254037844384,0.7071067811865476,0.7071067811865476,5.515161115713719,2.930126516455997,247.43,0
29.27,49.11,1,1,1,9,4,19,35,134.08,2,1,29.27,1.6778271267509395,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,3.410157123033627,3.914220588971633,29.27,0
35.77,19.3,1,1,1,12,3,0,37,18.01,1,1,35.77,0.5395582890690522,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.0,1.0,3.6046822953131805,3.0106208860477417,35.77,0
66.12,23.62,1,1,1,12,6,4,21,93.08,3,1,66.12,0.3572292800967937,1.0,1.0,1,0,1,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,4.206482062158951,3.2035591207563074,66.12,0
40.07,33.98,1,1,1,5,1,14,35,43.28,1,1,40.07,0.8480159720489143,1.0,1.0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,3.7152779279684673,3.554776469590456,40.07,0
117.18,32.2,1,1,1,9,1,22,35,76.53999999999999,3,1,117.18,0.2747909199522103,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,4.772208885917529,3.502549875922443,117.18,0
55.12,39.76,1,1,1,10,0,10,36,40.35,1,1,55.12,0.7213352685050798,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,4.02749225523426,3.707701208354524,55.12,0
93.59,50.99,2,2,2,4,5,0,21,281.49,10,1,46.795,0.5448231648680415,1.0,1.0,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,4.549551762225079,3.9510513923956245,187.18,0
472.1,122.79,5,5,5,4,1,4,23,110.91,1,1,94.42,0.2600932005930947,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,6.159306782637103,4.818586581543719,2360.5,0
95.39,32.04,1,1,1,1,4,13,44,65.24,12,1,95.39,0.3358842645979662,1.0,1.0,0,1,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,4.568402461795877,3.497718948652777,95.39,0
244.07,85.34,4,4,4,11,6,23,37,83.66,1,1,61.0175,0.34965378784774864,1.0,1.0,1,0,1,-0.5000000000000004,0.8660254037844384,-0.25881904510252157,0.9659258262890681,5.5015438840218875,4.458292990127331,976.28,0
169.87,108.16,4,4,4,1,3,20,42,121.15,1,1,42.4675,0.6367221993288985,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,5.140903033460182,4.692814695840138,679.48,0
440.1,47.46,2,2,2,11,3,0,25,33.99,10,1,220.05,0.1078391274710293,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,6.089271607110894,3.8807387153883797,880.2,0
129.51999999999998,64.83,2,2,2,8,2,18,31,26.56,1,1,64.75999999999999,0.5005404570722669,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,4.87152647172512,4.187075661479786,259.03999999999996,0
155.08,122.85,4,4,4,4,4,22,21,16.69,1,1,38.77,0.7921717823059066,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,5.050368696314856,4.819071155935369,620.32,0
110.81,68.44,2,2,2,1,3,3,37,217.22,12,1,55.405,0.6176337875642992,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,0.7071067811865476,4.716801002159277,4.240463070352095,221.62,0
246.42,29.26,2,2,2,9,6,17,15,121.17,10,1,123.21,0.11874036198360524,1.0,1.0,1,1,0,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,5.511087297434686,3.40982670836021,492.84,0
220.17,158.89,5,5,5,8,1,10,24,85.61,1,1,44.034,0.7216696189308262,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,5.39893163658063,5.074486078797329,1100.85,0
72.85,26.44,1,1,1,5,2,1,35,172.54,2,1,72.85,0.36293754289636243,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,4.302036008977389,3.3120018028576843,72.85,0
120.93,131.59,3,3,3,8,3,4,38,20.66,2,1,40.31,1.0881501695195568,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,4.803447109572174,4.887261660126628,362.79,0
156.5,47.45,1,1,1,7,1,19,24,44.69,1,1,156.5,0.30319488817891377,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203,5.059425458265688,3.880532338336775,156.5,0
31.36,26.02,1,1,1,8,6,8,39,259.9,1,1,31.36,0.829719387755102,1.0,1.0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,3.4769230921902907,3.2965773325320527,31.36,0
68.02,18.01,1,1,1,8,0,10,24,485.16,3,1,68.02,0.2647750661570127,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,4.234396317669857,2.944965156500338,68.02,0
423.89,89.89,3,3,3,5,6,0,17,68.69,1,1,141.29666666666665,0.21205973247776547,1.0,1.0,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,6.051830311894415,4.509649984130679,1271.67,0
125.48,18.33,1,1,1,3,6,1,30,16.81,1,1,125.48,0.14607905642333438,1.0,1.0,1,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,4.840084192901217,2.9616582932202395,125.48,0
17.28,34.78,1,1,1,12,3,2,34,180.86,2,1,17.28,2.0127314814814814,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,2.905807566026004,3.5773890780805733,17.28,0
63.370000000000005,84.92,2,2,2,3,6,10,21,79.95,10,1,31.685000000000002,1.3400662774183367,1.0,1.0,1,1,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,4.164647686064525,4.453416630760555,126.74000000000001,0
89.07,25.02,1,1,1,9,0,18,35,46.4,1,1,89.07,0.2809026608285618,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,4.5005871457956514,3.2588654730843594,89.07,0
94.27,37.88,1,1,1,1,1,9,24,364.89,6,1,94.27,0.40182454651532834,1.0,1.0,0,1,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,4.556714965718688,3.6604799795922385,94.27,0
33.3,22.63,1,1,1,1,5,13,16,32.11,1,1,33.3,0.6795795795795796,1.0,1.0,1,1,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,3.535145354171894,3.1625170911988163,33.3,1
56.35,36.5,1,1,1,3,3,15,35,78.43,1,1,56.35,0.64773735581189,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,4.04917284357538,3.624340932976365,56.35,0
37.61,37.45,1,1,1,9,2,16,40,225.93,10,1,37.61,0.9957458122839671,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,3.653511310276145,3.649358695951653,37.61,0
76.67,83.88,2,2,2,10,1,13,33,16.61,6,1,38.335,1.0940393895917568,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,4.352469082431556,4.441238494305727,153.34,0
24.07,22.17,1,1,1,4,5,19,45,356.8,2,1,24.07,0.9210635646032406,1.0,1.0,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,3.221671912170202,3.142858338444285,24.07,0
297.96,155.61,5,5,5,5,4,4,25,156.63,1,1,59.592,0.5222513089005236,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,5.700309785177228,5.053758638478342,1489.8,0
137.24,25.88,2,2,2,3,3,9,31,37.84,12,1,68.62,0.18857475954532205,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,4.928991305055746,3.2913825156549485,274.48,0
60.34,37.82,1,1,1,5,4,16,23,23.9,1,1,60.34,0.6267815710971163,1.0,1.0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,4.116432158686106,3.658935577740864,60.34,0
43.14,13.31,1,1,1,2,0,13,44,311.5,1,1,43.14,0.3085303662494205,1.0,1.0,0,1,0,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,3.7873664008285903,2.6609585935683597,43.14,0
35.56,44.41,1,1,1,2,4,5,25,160.62,2,1,35.56,1.2488751406074239,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,3.5989547465859495,3.8157323451098595,35.56,0
40.69,35.79,1,1,1,3,2,14,27,102.92,2,1,40.69,0.8795772917178668,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,3.7302612918927056,3.605226069116683,40.69,0
66.63,46.61,1,1,1,3,4,1,21,167.39,2,2,66.63,0.6995347441092601,1.0,1.0,0,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,4.214051671586849,3.8630428232064276,66.63,0
31.6,15.69,1,1,1,11,4,8,37,155.67,6,1,31.6,0.49651898734177213,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,3.484312288372662,2.8148097376737438,31.6,0
38.16,6.02,1,1,1,10,4,9,32,187.18,3,1,38.16,0.15775681341719078,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,3.6676558176623097,1.9487632180377197,38.16,0
68.08,24.12,1,1,1,9,6,3,35,92.85,2,1,68.08,0.35428907168037604,1.0,1.0,1,0,0,-1.0,-1.8369701987210297e-16,0.7071067811865476,0.7071067811865476,4.235265253278478,3.223664341599998,68.08,0
100.84,35.29,1,1,1,9,6,11,28,385.41,2,2,100.84,0.34996033320111064,1.0,1.0,1,1,0,-1.0,-1.8369701987210297e-16,0.258819045102521,-0.9659258262890682,4.623402954249151,3.591542221224979,100.84,0
205.33,68.3,4,4,4,10,1,2,44,66.51,1,1,51.3325,0.33263527005308524,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,5.329476828797139,4.238444906195857,821.32,0
35.97,31.99,1,1,1,3,1,22,41,17.14,10,1,35.97,0.8893522379760912,1.0,1.0,0,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,3.6101067729485403,3.49620448524049,35.97,0
20.44,32.08,1,1,1,5,1,4,43,623.55,12,1,20.44,1.5694716242661446,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,3.0652583362026014,3.4989288701554906,20.44,0
235.65,18.94,1,1,1,4,6,12,23,303.97,1,1,235.65,0.08037343517929132,1.0,1.0,1,1,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,5.466582256352257,2.9927277645336923,235.65,0
102.76,36.53,1,1,1,6,5,3,32,43.12,1,1,102.76,0.3554885169326586,1.0,1.0,1,0,0,1.2246467991473532e-16,-1.0,0.7071067811865476,0.7071067811865476,4.642080540008188,3.6251406131469297,102.76,0
63.75,36.25,1,1,1,1,6,1,17,354.69,3,1,63.75,0.5686274509803921,1.0,1.0,1,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,4.1705337005796475,3.6176519448255684,63.75,0
211.63,19.95,1,1,1,10,2,18,20,192.45,6,1,211.63,0.0942682984454,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,5.35955356601861,3.0421386463681466,211.63,0
21.06,47.47,1,1,1,9,3,3,39,140.7,1,1,21.06,2.2540360873694207,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,0.7071067811865476,0.7071067811865476,3.0937660138253564,3.8809450498572846,21.06,0
79.58,9.87,1,1,1,12,5,20,42,50.5,1,1,79.58,0.12402613722040713,1.0,1.0,1,0,1,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,4.389250479763201,2.386006701133118,79.58,0
96.17,41.11,2,2,2,10,1,8,31,81.17,1,1,48.085,0.42747218467297493,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,4.576462021851348,3.740285242173836,192.34,0
201.4,144.36,5,5,5,4,0,9,39,76.41,12,1,40.28,0.7167825223435949,1.0,1.0,0,1,0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,5.310245937413311,4.979213424087916,1007.0,0
48.99,9.27,1,1,1,5,5,16,23,85.02,1,1,48.99,0.18922229026331902,1.0,1.0,1,1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,3.911822985425479,2.329227023940467,48.99,0
165.39,27.7,1,1,1,9,4,13,44,266.44,12,1,165.39,0.16748291916077152,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,5.114334430427416,3.3568971227655755,165.39,0
45.87,12.5,1,1,1,7,4,10,19,52.33,2,1,45.87,0.27250926531502073,1.0,1.0,0,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,3.847377811934615,2.6026896854443837,45.87,0
173.56,15.98,1,1,1,3,5,5,42,96.21,1,1,173.56,0.09207190596911731,1.0,1.0,1,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,5.16226852208476,2.8320361808832013,173.56,0
377.81,99.14,4,4,4,4,2,13,41,136.76,2,1,94.4525,0.26240702998861865,1.0,1.0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683,5.937034760118698,4.606569206901798,1511.24,0
99.47,27.48,1,1,1,11,1,5,15,179.04,1,1,99.47,0.2762642002613854,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,0.9659258262890683,0.25881904510252074,4.609859175474223,3.349202086543775,99.47,1
101.35,26.46,1,1,1,6,1,21,32,95.45,10,1,101.35,0.2610754810064134,1.0,1.0,0,0,0,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474,4.628398312107299,3.312730400339825,101.35,0
28.47,25.07,1,1,1,8,2,15,45,75.06,1,1,28.47,0.8805760449596066,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7071067811865471,-0.7071067811865479,3.3833727967496032,3.2607852279454104,28.47,0
34.98,31.57,1,1,1,2,5,6,39,156.02,12,1,34.98,0.9025157232704404,1.0,1.0,1,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.582963228522387,3.4833916192881422,34.98,0
156.23000000000002,150.24,4,4,4,7,4,3,42,103.36,2,1,39.057500000000005,0.9616590923638225,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476,5.057709701482184,5.018867979022732,624.9200000000001,0
51.96,39.19,1,1,1,10,0,8,19,20.69,1,1,51.96,0.7542340261739799,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,3.9695369116287527,3.6936182084611096,51.96,0
111.53,85.47999999999999,2,2,2,7,6,19,43,43.7,1,1,55.765,0.7664305568008607,1.0,1.0,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203,4.723219852761906,4.4599131733309525,223.06,0
52.76,49.12,1,1,1,2,4,16,23,84.02,1,1,52.76,0.931008339651251,1.0,1.0,0,1,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,3.984529696214894,3.9144201300278674,52.76,0
115.66,37.87,1,1,1,9,0,19,32,68.29,2,1,115.66,0.32742521182777107,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,4.759263721325492,3.660222744864132,115.66,0
55.89,10.78,1,1,1,1,3,2,31,145.49,3,1,55.89,0.1928788692073716,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,4.041119578762556,2.4664031782234406,55.89,0
135.9,126.68,3,3,3,2,1,16,20,214.25,3,1,45.300000000000004,0.9321559970566593,1.0,1.0,0,1,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,4.919250732294404,4.849527133701499,407.70000000000005,0
44.02,5.48,1,1,1,12,6,3,30,44.52,1,1,44.02,0.12448886869604725,1.0,1.0,1,0,1,-2.4492935982947064e-16,1.0,0.7071067811865476,0.7071067811865476,3.8071068354785864,1.8687205103641833,44.02,0
56.89,21.88,1,1,1,7,0,16,24,330.42,1,1,56.89,0.38460186324485846,1.0,1.0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,4.058544658090914,3.130263166511597,56.89,0
112.74,31.16,2,2,2,12,0,0,23,509.49,2,1,56.37,0.27638814972503106,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.0,1.0,4.733915141878653,3.4707234443107655,225.48,0
79.19,33.95,1,1,1,6,5,10,21,31.37,1,1,79.19,0.4287157469377447,1.0,1.0,1,1,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,4.384398818818937,3.5539184686798193,79.19,0
43.57,28.74,1,1,1,9,6,13,15,43.5,6,1,43.57,0.6596281845306403,1.0,1.0,1,1,0,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,3.7970609869584644,3.392492941032009,43.57,0
30.03,40.06,1,1,1,7,5,22,27,100.63,1,1,30.03,1.3339993339993341,1.0,1.0,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,3.434954478460289,3.7150344115907874,30.03,0
94.7,36.37,1,1,1,10,1,16,43,107.41,6,1,94.7,0.3840549102428722,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,4.5612182984589085,3.6208682434973927,94.7,0
60.63,40.42,1,1,1,12,3,14,41,38.77,6,1,60.63,0.6666666666666666,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,4.121148764974151,3.723763855967438,60.63,0
136.14,11.35,1,1,1,5,5,3,41,634.99,1,2,136.14,0.083370060232114,1.0,1.0,1,0,0,0.49999999999999994,-0.8660254037844387,0.7071067811865476,0.7071067811865476,4.921002301856218,2.513656063073986,136.14,0
453.4,43.67,1,1,1,10,1,13,26,1112.5,3,1,453.4,0.09631671812968681,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,6.118977867406942,3.7993021353640275,453.4,0
51.72,36.47,1,1,1,11,3,18,19,71.38,1,1,51.72,0.7051430781129157,1.0,1.0,0,1,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,3.9649948901942516,3.623540612805596,51.72,0
510.81,124.55,3,3,3,1,1,23,18,67.85,3,2,170.27,0.24382842935729526,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,6.237953462417183,4.832704085603594,1532.43,0
24.12,46.8,1,1,1,2,4,20,21,168.34,1,1,24.12,1.9402985074626864,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,3.223664341599998,3.86702563949741,24.12,0
14.85,32.88,1,1,1,10,4,1,40,299.99,1,2,14.85,2.214141414141414,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,2.7631695003232895,3.522824869783854,14.85,0
332.09000000000003,124.7,4,4,4,12,3,1,37,501.18,3,1,83.02250000000001,0.3755006173025384,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.25881904510252074,0.9659258262890683,5.808412723734284,4.8338981155962015,1328.3600000000001,0
58.55,41.14,1,1,1,1,1,18,22,102.4,6,1,58.55,0.7026473099914603,1.0,1.0,0,1,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,4.0868162958013095,3.740997408376043,58.55,0
146.19,89.28999999999999,2,2,2,1,2,1,25,125.49,12,1,73.095,0.6107804911416649,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,4.991724269204496,4.503026712319388,292.38,0
118.28,18.78,1,1,1,11,4,10,22,85.47,1,1,118.28,0.15877578626986813,1.0,1.0,0,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,4.781473670456483,2.984671326194566,118.28,0
27.32,48.91,1,1,1,1,0,19,32,87.03,6,1,27.32,1.7902635431918008,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,3.343568268825519,3.9102213834815176,27.32,0
29.29,7.71,1,1,1,11,6,23,40,210.31,12,1,29.29,0.26322977125298735,1.0,1.0,1,0,1,-0.5000000000000004,0.8660254037844384,-0.25881904510252157,0.9659258262890681,3.410817625039146,2.1644717908644115,29.29,0
26.1,26.65,1,1,1,9,2,18,27,114.62,12,1,26.1,1.0210727969348659,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,3.299533727885655,3.3196257279683437,26.1,0
44.39,39.84,2,2,2,11,6,20,29,73.81,1,1,22.195,0.8974994368100925,1.0,1.0,1,0,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,3.8152918164683745,3.7096619932964647,88.78,0
119.9,30.08,2,2,2,4,3,17,31,92.9,2,1,59.95,0.2508757297748123,1.0,1.0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063,4.794963757620747,3.436564525499447,239.8,0
118.43,36.27,1,1,1,7,6,6,19,145.64,10,1,118.43,0.3062568605927552,1.0,1.0,1,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,4.782730425680335,3.618188713491167,118.43,0
248.17,66.78,3,3,3,12,2,5,29,86.0,1,1,82.72333333333333,0.2690897368739171,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,5.51813539443367,4.2162671661789055,744.51,0
244.31,91.0,4,4,4,7,4,21,30,114.5,1,1,61.0775,0.3724775899471982,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474,5.5025227168419955,4.5217885770490405,977.24,0
124.33,40.41,1,1,1,5,6,15,17,65.5,10,1,124.33,0.3250221185554572,1.0,1.0,1,1,0,0.49999999999999994,-0.8660254037844387,-0.7071067811865471,-0.7071067811865479,4.830950258623431,3.723522397557476,124.33,0
60.02,57.120000000000005,2,2,2,5,1,1,21,158.36,10,2,30.01,0.951682772409197,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,4.1112016792885235,4.062509838702082,120.04,0
38.22,28.97,1,1,1,7,1,8,39,267.51,6,1,38.22,0.7579801151229723,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,3.6691868207682004,3.4001968813285717,38.22,0
19.06,19.65,1,1,1,11,5,7,30,119.97,3,1,19.06,1.0309548793284364,1.0,1.0,1,0,1,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,2.9987277825337895,3.027715319407042,19.06,0
93.3,49.24,1,1,1,10,4,9,31,26.65,12,1,93.3,0.5277599142550912,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,4.546481189639412,3.9168115221599433,93.3,0
94.59,33.12,1,1,1,10,6,22,15,227.26,6,1,94.59,0.3501427212178877,1.0,1.0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,4.560068212075671,3.5298837226234783,94.59,1
52.95,24.09,1,1,1,10,6,17,32,91.18,10,1,52.95,0.45495750708215293,1.0,1.0,1,1,0,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,3.9880576917041437,3.222469360378331,52.95,0
189.24,45.23,3,3,3,6,2,22,24,260.28,3,1,63.080000000000005,0.23900866624392303,1.0,1.0,0,0,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,5.248286432942471,3.833628938000134,567.72,0
31.73,16.36,1,1,1,11,0,7,19,35.44,1,1,31.73,0.5156003781909865,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,3.4882920885130893,2.854168709232204,31.73,0
202.97,15.75,1,1,1,1,5,1,45,317.35,10,1,202.97,0.07759767453318224,1.0,1.0,1,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,5.317972924206478,2.8183982582710754,202.97,0
91.85,41.92,1,1,1,12,4,8,38,31.38,10,1,91.85,0.45639629831246603,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,4.530985287798715,3.759337917762498,91.85,0
38.46,21.51,1,1,1,4,5,18,36,33.92,6,1,38.46,0.5592823712948518,1.0,1.0,1,1,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,3.6752875005944694,3.113959654918641,38.46,0
121.1,70.92,2,2,2,4,2,1,15,394.72,10,1,60.55,0.5856317093311313,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.25881904510252074,0.9659258262890683,4.804840381116659,4.275554390163365,242.2,1
16.47,48.49,1,1,1,2,6,12,23,187.15,3,1,16.47,2.9441408621736493,1.0,1.0,1,1,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,2.8604851241459652,3.901770628963795,16.47,0
55.44,40.62,1,1,1,10,2,3,41,80.38,1,1,55.44,0.7326839826839827,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,4.033178126984613,3.7285808209654885,55.44,0
